dataelement,period,orgunit,categoryoptioncombo,attributeoptioncombo,value,storedby,lastupdated,comment,followup,deleted
p9EPi77rptk,202201,wz2IJXrulbx,c7gvocRdg0f,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-08T09:29:46.948+0000,,false
pcMUBDYvP6F,202201,wz2IJXrulbx,c7gvocRdg0f,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-08T10:46:31.804+0000,,false
uqferbMcOHI,202201,wz2IJXrulbx,c7gvocRdg0f,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-08T09:30:38.768+0000,,false
kY9yLRb9w5e,202201,wz2IJXrulbx,c7gvocRdg0f,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-08T09:29:36.050+0000,,false
eJ6uwSt5TEp,202201,wz2IJXrulbx,c7gvocRdg0f,Lf2Axb9E6B4,8,hmis.amuria1,2022-02-08T10:46:28.093+0000,,false
P6HSldZtd8j,202201,wz2IJXrulbx,c7gvocRdg0f,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-08T09:32:26.761+0000,,false
USDfyVr5d8d,202201,wz2IJXrulbx,c7gvocRdg0f,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-08T09:33:11.874+0000,,false
JhvC7ZR9hUe,202201,wz2IJXrulbx,c7gvocRdg0f,Lf2Axb9E6B4,50,hmis.amuria1,2022-02-08T09:22:05.340+0000,,false
QHnwKs2OUZv,202201,wz2IJXrulbx,c7gvocRdg0f,Lf2Axb9E6B4,31,hmis.amuria1,2022-02-08T09:23:52.720+0000,,false
wUDxFVBapIc,202201,ZoRb6AcV4MY,c7gvocRdg0f,Lf2Axb9E6B4,59,hmis.amuria1,2022-02-11T05:41:04.167+0000,,false
WIJ0fbjLIJh,202201,ZoRb6AcV4MY,c7gvocRdg0f,Lf2Axb9E6B4,4,hmis.amuria1,2022-02-11T05:41:06.675+0000,,false
LR8778hLH8U,202201,ZoRb6AcV4MY,c7gvocRdg0f,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-11T05:41:08.203+0000,,false
sv6SeKroHPV,202201,ZoRb6AcV4MY,c7gvocRdg0f,Lf2Axb9E6B4,82,hmis.amuria1,2022-02-11T05:40:59.706+0000,,false
D9A0afrTYPw,202201,ZoRb6AcV4MY,c7gvocRdg0f,Lf2Axb9E6B4,59,hmis.amuria1,2022-02-11T05:41:02.864+0000,,false
sQ4EexvvhVe,202201,ZoRb6AcV4MY,c7gvocRdg0f,Lf2Axb9E6B4,3,hmis.amuria1,2022-02-11T05:41:00.357+0000,,false
eJ6uwSt5TEp,202201,ZoRb6AcV4MY,c7gvocRdg0f,Lf2Axb9E6B4,10,hmis.amuria1,2022-02-11T05:45:27.418+0000,,false
JhvC7ZR9hUe,202201,ZoRb6AcV4MY,c7gvocRdg0f,Lf2Axb9E6B4,82,hmis.amuria1,2022-02-11T05:41:01.598+0000,,false
QHnwKs2OUZv,202201,ZoRb6AcV4MY,c7gvocRdg0f,Lf2Axb9E6B4,59,hmis.amuria1,2022-02-11T05:41:05.529+0000,,false
wUDxFVBapIc,202201,l5C1tkKf11K,c7gvocRdg0f,Lf2Axb9E6B4,12,hmis.ongutoi,2022-02-17T04:44:32.784+0000,,false
WIJ0fbjLIJh,202201,l5C1tkKf11K,c7gvocRdg0f,Lf2Axb9E6B4,3,hmis.ongutoi,2022-02-17T04:46:46.460+0000,,false
LR8778hLH8U,202201,l5C1tkKf11K,c7gvocRdg0f,Lf2Axb9E6B4,2,hmis.ongutoi,2022-02-17T04:47:42.359+0000,,false
Rw3b8mGkyfh,202201,l5C1tkKf11K,c7gvocRdg0f,Lf2Axb9E6B4,1,hmis.ongutoi,2022-02-17T04:49:14.698+0000,,false
sP8arX9aDLp,202201,l5C1tkKf11K,c7gvocRdg0f,Lf2Axb9E6B4,1,hmis.ongutoi,2022-02-17T04:52:47.695+0000,,false
FPXwKGEV96K,202201,l5C1tkKf11K,c7gvocRdg0f,Lf2Axb9E6B4,3,hmis.ongutoi,2022-02-17T04:47:07.629+0000,,false
sv6SeKroHPV,202201,l5C1tkKf11K,c7gvocRdg0f,Lf2Axb9E6B4,27,hmis.ongutoi,2022-02-17T04:42:25.710+0000,,false
D9A0afrTYPw,202201,l5C1tkKf11K,c7gvocRdg0f,Lf2Axb9E6B4,12,hmis.ongutoi,2022-02-17T04:44:02.631+0000,,false
y6ofkvr4JP8,202201,l5C1tkKf11K,c7gvocRdg0f,Lf2Axb9E6B4,1,hmis.ongutoi,2022-02-17T04:48:21.558+0000,,false
uqferbMcOHI,202201,l5C1tkKf11K,c7gvocRdg0f,Lf2Axb9E6B4,1,hmis.ongutoi,2022-02-17T04:50:08.576+0000,,false
eJ6uwSt5TEp,202201,l5C1tkKf11K,c7gvocRdg0f,Lf2Axb9E6B4,3,hmis.ongutoi,2022-02-17T04:51:50.580+0000,,false
JhvC7ZR9hUe,202201,l5C1tkKf11K,c7gvocRdg0f,Lf2Axb9E6B4,24,hmis.ongutoi,2022-02-17T04:43:33.938+0000,,false
QHnwKs2OUZv,202201,l5C1tkKf11K,c7gvocRdg0f,Lf2Axb9E6B4,12,hmis.ongutoi,2022-02-17T04:45:11.932+0000,,false
sYJTvmD4xA8,202201,IswqGyDbcgm,c7gvocRdg0f,Lf2Axb9E6B4,1,hmis.abarilela,2022-02-09T12:21:16.436+0000,,false
MflJ96PU8is,202201,IswqGyDbcgm,c7gvocRdg0f,Lf2Axb9E6B4,2,hmis.abarilela,2022-02-09T12:21:24.208+0000,,false
wUDxFVBapIc,202201,IswqGyDbcgm,c7gvocRdg0f,Lf2Axb9E6B4,69,hmis.abarilela,2022-02-09T12:13:26.413+0000,,false
SPADxEItrIQ,202201,IswqGyDbcgm,c7gvocRdg0f,Lf2Axb9E6B4,2,hmis.abarilela,2022-02-09T12:17:30.584+0000,,false
WIJ0fbjLIJh,202201,IswqGyDbcgm,c7gvocRdg0f,Lf2Axb9E6B4,6,hmis.abarilela,2022-02-09T12:15:08.546+0000,,false
LR8778hLH8U,202201,IswqGyDbcgm,c7gvocRdg0f,Lf2Axb9E6B4,16,hmis.abarilela,2022-02-09T12:15:45.049+0000,,false
Rw3b8mGkyfh,202201,IswqGyDbcgm,c7gvocRdg0f,Lf2Axb9E6B4,5,hmis.abarilela,2022-02-09T12:16:49.067+0000,,false
FPXwKGEV96K,202201,IswqGyDbcgm,c7gvocRdg0f,Lf2Axb9E6B4,4,hmis.abarilela,2022-02-09T12:15:22.231+0000,,false
sv6SeKroHPV,202201,IswqGyDbcgm,c7gvocRdg0f,Lf2Axb9E6B4,101,hmis.abarilela,2022-02-09T12:11:58.208+0000,,false
D9A0afrTYPw,202201,IswqGyDbcgm,c7gvocRdg0f,Lf2Axb9E6B4,69,hmis.abarilela,2022-02-09T12:13:08.816+0000,,false
eJ6uwSt5TEp,202201,IswqGyDbcgm,c7gvocRdg0f,Lf2Axb9E6B4,4,hmis.abarilela,2022-02-09T12:22:16.067+0000,,false
USDfyVr5d8d,202201,IswqGyDbcgm,c7gvocRdg0f,Lf2Axb9E6B4,1,hmis.abarilela,2022-02-09T12:20:07.068+0000,,false
JhvC7ZR9hUe,202201,IswqGyDbcgm,c7gvocRdg0f,Lf2Axb9E6B4,85,hmis.abarilela,2022-02-09T12:12:43.757+0000,,false
QHnwKs2OUZv,202201,IswqGyDbcgm,c7gvocRdg0f,Lf2Axb9E6B4,69,hmis.abarilela,2022-02-09T12:13:48.909+0000,,false
O7du4F9jOVw,202201,Sj7ljAIcmjq,c7gvocRdg0f,Lf2Axb9E6B4,1,hmis.asamuk,2022-02-07T17:03:01.732+0000,,false
wUDxFVBapIc,202201,Sj7ljAIcmjq,c7gvocRdg0f,Lf2Axb9E6B4,99,hmis.asamuk,2022-02-07T16:51:46.504+0000,,false
WIJ0fbjLIJh,202201,Sj7ljAIcmjq,c7gvocRdg0f,Lf2Axb9E6B4,2,hmis.asamuk,2022-02-07T16:54:12.125+0000,,false
LR8778hLH8U,202201,Sj7ljAIcmjq,c7gvocRdg0f,Lf2Axb9E6B4,29,hmis.asamuk,2022-02-07T16:54:51.593+0000,,false
Rw3b8mGkyfh,202201,Sj7ljAIcmjq,c7gvocRdg0f,Lf2Axb9E6B4,1,hmis.asamuk,2022-02-07T16:56:04.999+0000,,false
LiSyn6bblsc,202201,Sj7ljAIcmjq,c7gvocRdg0f,Lf2Axb9E6B4,3,hmis.asamuk,2022-02-07T16:53:05.433+0000,,false
FPXwKGEV96K,202201,Sj7ljAIcmjq,c7gvocRdg0f,Lf2Axb9E6B4,9,hmis.asamuk,2022-02-07T16:54:25.800+0000,,false
sv6SeKroHPV,202201,Sj7ljAIcmjq,c7gvocRdg0f,Lf2Axb9E6B4,151,hmis.asamuk,2022-02-07T16:49:48.315+0000,,false
D9A0afrTYPw,202201,Sj7ljAIcmjq,c7gvocRdg0f,Lf2Axb9E6B4,99,hmis.asamuk,2022-02-07T16:51:31.558+0000,,false
sQ4EexvvhVe,202201,Sj7ljAIcmjq,c7gvocRdg0f,Lf2Axb9E6B4,4,hmis.asamuk,2022-02-07T16:50:10.104+0000,,false
uqferbMcOHI,202201,Sj7ljAIcmjq,c7gvocRdg0f,Lf2Axb9E6B4,5,hmis.asamuk,2022-02-07T16:57:54.431+0000,,false
eJ6uwSt5TEp,202201,Sj7ljAIcmjq,c7gvocRdg0f,Lf2Axb9E6B4,43,hmis.asamuk,2022-02-07T17:04:23.454+0000,,false
P6HSldZtd8j,202201,Sj7ljAIcmjq,c7gvocRdg0f,Lf2Axb9E6B4,4,hmis.asamuk,2022-02-07T16:59:56.815+0000,,false
USDfyVr5d8d,202201,Sj7ljAIcmjq,c7gvocRdg0f,Lf2Axb9E6B4,1,hmis.asamuk,2022-02-07T17:00:40.459+0000,,false
JhvC7ZR9hUe,202201,Sj7ljAIcmjq,c7gvocRdg0f,Lf2Axb9E6B4,129,hmis.asamuk,2022-02-07T16:51:04.729+0000,,false
QHnwKs2OUZv,202201,Sj7ljAIcmjq,c7gvocRdg0f,Lf2Axb9E6B4,99,hmis.asamuk,2022-02-07T16:52:04.764+0000,,false
wUDxFVBapIc,202201,o7CJeTwDapk,c7gvocRdg0f,Lf2Axb9E6B4,9,hmis.amuria1,2022-02-07T06:18:49.098+0000,,false
LR8778hLH8U,202201,o7CJeTwDapk,c7gvocRdg0f,Lf2Axb9E6B4,2,hmis.amuria1,2022-02-07T06:19:36.847+0000,,false
aU0n2RXwQJC,202201,o7CJeTwDapk,c7gvocRdg0f,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-07T06:16:59.548+0000,,false
sv6SeKroHPV,202201,o7CJeTwDapk,c7gvocRdg0f,Lf2Axb9E6B4,15,hmis.amuria1,2022-02-07T06:16:41.353+0000,,false
D9A0afrTYPw,202201,o7CJeTwDapk,c7gvocRdg0f,Lf2Axb9E6B4,9,hmis.amuria1,2022-02-07T06:18:41.072+0000,,false
JhvC7ZR9hUe,202201,o7CJeTwDapk,c7gvocRdg0f,Lf2Axb9E6B4,12,hmis.amuria1,2022-02-07T06:18:30.819+0000,,false
QHnwKs2OUZv,202201,o7CJeTwDapk,c7gvocRdg0f,Lf2Axb9E6B4,9,hmis.amuria1,2022-02-07T06:18:59.670+0000,,false
wUDxFVBapIc,202201,UiGav1NitiR,c7gvocRdg0f,Lf2Axb9E6B4,26,hmis.amuria1,2022-02-10T13:11:26.835+0000,,false
WIJ0fbjLIJh,202201,UiGav1NitiR,c7gvocRdg0f,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-10T13:13:05.037+0000,,false
sv6SeKroHPV,202201,UiGav1NitiR,c7gvocRdg0f,Lf2Axb9E6B4,33,hmis.amuria1,2022-02-10T13:09:47.366+0000,,false
D9A0afrTYPw,202201,UiGav1NitiR,c7gvocRdg0f,Lf2Axb9E6B4,26,biostat.amuria,2022-02-18T12:02:26.493+0000,,false
JhvC7ZR9hUe,202201,UiGav1NitiR,c7gvocRdg0f,Lf2Axb9E6B4,28,hmis.amuria1,2022-02-10T13:10:11.713+0000,,false
QHnwKs2OUZv,202201,UiGav1NitiR,c7gvocRdg0f,Lf2Axb9E6B4,26,hmis.amuria1,2022-02-10T13:11:43.150+0000,,false
O7du4F9jOVw,202201,a4Cp1oW19Lo,c7gvocRdg0f,Lf2Axb9E6B4,1,hmis.wera,2022-02-11T16:04:44.014+0000,,false
wUDxFVBapIc,202201,a4Cp1oW19Lo,c7gvocRdg0f,Lf2Axb9E6B4,39,hmis.wera,2022-02-11T15:44:04.282+0000,,false
SPADxEItrIQ,202201,a4Cp1oW19Lo,c7gvocRdg0f,Lf2Axb9E6B4,3,hmis.wera,2022-02-11T15:52:59.820+0000,,false
WIJ0fbjLIJh,202201,a4Cp1oW19Lo,c7gvocRdg0f,Lf2Axb9E6B4,6,hmis.wera,2022-02-11T15:48:15.355+0000,,false
LR8778hLH8U,202201,a4Cp1oW19Lo,c7gvocRdg0f,Lf2Axb9E6B4,22,hmis.wera,2022-02-11T15:49:18.560+0000,,false
PgLUhukgbZu,202201,a4Cp1oW19Lo,c7gvocRdg0f,Lf2Axb9E6B4,2,hmis.wera,2022-02-11T15:54:45.221+0000,,false
P2wDiYT9Ldr,202201,a4Cp1oW19Lo,c7gvocRdg0f,Lf2Axb9E6B4,2,hmis.wera,2022-02-11T15:54:17.979+0000,,false
EeUWzpLdAcO,202201,a4Cp1oW19Lo,c7gvocRdg0f,Lf2Axb9E6B4,2,hmis.wera,2022-02-11T15:51:29.899+0000,,false
FPXwKGEV96K,202201,a4Cp1oW19Lo,c7gvocRdg0f,Lf2Axb9E6B4,6,hmis.wera,2022-02-11T15:48:52.913+0000,,false
sv6SeKroHPV,202201,a4Cp1oW19Lo,c7gvocRdg0f,Lf2Axb9E6B4,108,hmis.wera,2022-02-11T15:36:27.316+0000,,false
D9A0afrTYPw,202201,a4Cp1oW19Lo,c7gvocRdg0f,Lf2Axb9E6B4,39,hmis.wera,2022-02-11T15:43:06.710+0000,,false
m68a9ZrLHQO,202201,a4Cp1oW19Lo,c7gvocRdg0f,Lf2Axb9E6B4,1,hmis.wera,2022-02-11T15:53:27.378+0000,,false
uqferbMcOHI,202201,a4Cp1oW19Lo,c7gvocRdg0f,Lf2Axb9E6B4,2,hmis.wera,2022-02-11T15:53:45.900+0000,,false
eJ6uwSt5TEp,202201,a4Cp1oW19Lo,c7gvocRdg0f,Lf2Axb9E6B4,12,hmis.wera,2022-02-11T16:07:23.812+0000,,false
P6HSldZtd8j,202201,a4Cp1oW19Lo,c7gvocRdg0f,Lf2Axb9E6B4,2,hmis.wera,2022-02-11T15:56:01.643+0000,,false
JhvC7ZR9hUe,202201,a4Cp1oW19Lo,c7gvocRdg0f,Lf2Axb9E6B4,99,hmis.wera,2022-02-11T15:43:18.445+0000,,false
QHnwKs2OUZv,202201,a4Cp1oW19Lo,c7gvocRdg0f,Lf2Axb9E6B4,39,hmis.wera,2022-02-11T15:44:34.761+0000,,false
wUDxFVBapIc,202201,lFzxlKU9GDe,c7gvocRdg0f,Lf2Axb9E6B4,29,hmis.wera,2022-02-11T17:06:32.807+0000,,false
WIJ0fbjLIJh,202201,lFzxlKU9GDe,c7gvocRdg0f,Lf2Axb9E6B4,1,hmis.wera,2022-02-11T17:29:44.388+0000,,false
LR8778hLH8U,202201,lFzxlKU9GDe,c7gvocRdg0f,Lf2Axb9E6B4,7,hmis.wera,2022-02-11T17:30:51.646+0000,,false
sv6SeKroHPV,202201,lFzxlKU9GDe,c7gvocRdg0f,Lf2Axb9E6B4,43,hmis.wera,2022-02-11T16:44:10.231+0000,,false
D9A0afrTYPw,202201,lFzxlKU9GDe,c7gvocRdg0f,Lf2Axb9E6B4,29,hmis.wera,2022-02-11T17:00:15.698+0000,,false
uqferbMcOHI,202201,lFzxlKU9GDe,c7gvocRdg0f,Lf2Axb9E6B4,2,hmis.wera,2022-02-11T17:35:05.539+0000,,false
eJ6uwSt5TEp,202201,lFzxlKU9GDe,c7gvocRdg0f,Lf2Axb9E6B4,3,hmis.wera,2022-02-11T17:40:26.961+0000,,false
JhvC7ZR9hUe,202201,lFzxlKU9GDe,c7gvocRdg0f,Lf2Axb9E6B4,43,hmis.wera,2022-02-11T16:48:29.538+0000,,false
QHnwKs2OUZv,202201,lFzxlKU9GDe,c7gvocRdg0f,Lf2Axb9E6B4,29,hmis.wera,2022-02-11T17:07:11.789+0000,,false
wUDxFVBapIc,202201,lGdKcxEQz4E,c7gvocRdg0f,Lf2Axb9E6B4,50,hmis.amuria1,2022-02-03T09:17:28.818+0000,,false
WIJ0fbjLIJh,202201,lGdKcxEQz4E,c7gvocRdg0f,Lf2Axb9E6B4,4,hmis.amuria1,2022-02-03T09:18:42.130+0000,,false
LR8778hLH8U,202201,lGdKcxEQz4E,c7gvocRdg0f,Lf2Axb9E6B4,19,hmis.amuria1,2022-02-03T09:19:22.880+0000,,false
Vs3KkAbmI8v,202201,lGdKcxEQz4E,c7gvocRdg0f,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-03T09:24:15.218+0000,,false
iOfjzBlv7TQ,202201,lGdKcxEQz4E,c7gvocRdg0f,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-03T09:23:52.219+0000,,false
EeUWzpLdAcO,202201,lGdKcxEQz4E,c7gvocRdg0f,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-03T09:20:33.431+0000,,false
aU0n2RXwQJC,202201,lGdKcxEQz4E,c7gvocRdg0f,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-03T09:14:44.240+0000,,false
LiSyn6bblsc,202201,lGdKcxEQz4E,c7gvocRdg0f,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-03T09:17:57.617+0000,,false
vC9pW0FEvd2,202201,lGdKcxEQz4E,c7gvocRdg0f,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-03T09:14:42.168+0000,,false
FPXwKGEV96K,202201,lGdKcxEQz4E,c7gvocRdg0f,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-03T09:18:54.338+0000,,false
sv6SeKroHPV,202201,lGdKcxEQz4E,c7gvocRdg0f,Lf2Axb9E6B4,80,hmis.amuria1,2022-02-03T09:14:12.351+0000,,false
D9A0afrTYPw,202201,lGdKcxEQz4E,c7gvocRdg0f,Lf2Axb9E6B4,50,hmis.amuria1,2022-02-03T09:17:16.296+0000,,false
sQ4EexvvhVe,202201,lGdKcxEQz4E,c7gvocRdg0f,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-03T09:14:25.865+0000,,false
eJ6uwSt5TEp,202201,lGdKcxEQz4E,c7gvocRdg0f,Lf2Axb9E6B4,6,hmis.amuria1,2022-02-03T09:25:46.170+0000,,false
WI1Hvx0U8r4,202201,lGdKcxEQz4E,c7gvocRdg0f,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-03T09:21:22.059+0000,,false
JhvC7ZR9hUe,202201,lGdKcxEQz4E,c7gvocRdg0f,Lf2Axb9E6B4,80,hmis.amuria1,2022-02-03T09:16:56.098+0000,,false
QHnwKs2OUZv,202201,lGdKcxEQz4E,c7gvocRdg0f,Lf2Axb9E6B4,50,hmis.amuria1,2022-02-03T09:17:40.139+0000,,false
O7du4F9jOVw,202201,oRHreBW5Tyr,c7gvocRdg0f,Lf2Axb9E6B4,4,hmis.amuria1,2022-02-13T10:13:44.993+0000,,false
KaqDbaq0Yce,202201,oRHreBW5Tyr,c7gvocRdg0f,Lf2Axb9E6B4,2,hmis.amuria1,2022-02-13T10:07:59.528+0000,,false
sYJTvmD4xA8,202201,oRHreBW5Tyr,c7gvocRdg0f,Lf2Axb9E6B4,2,hmis.amuria1,2022-02-13T10:13:28.172+0000,,false
wUDxFVBapIc,202201,oRHreBW5Tyr,c7gvocRdg0f,Lf2Axb9E6B4,34,hmis.amuria1,2022-02-13T10:06:45.921+0000,,false
SPADxEItrIQ,202201,oRHreBW5Tyr,c7gvocRdg0f,Lf2Axb9E6B4,2,hmis.amuria1,2022-02-13T10:10:21.002+0000,,false
WIJ0fbjLIJh,202201,oRHreBW5Tyr,c7gvocRdg0f,Lf2Axb9E6B4,8,hmis.amuria1,2022-02-13T10:08:10.034+0000,,false
LR8778hLH8U,202201,oRHreBW5Tyr,c7gvocRdg0f,Lf2Axb9E6B4,7,hmis.amuria1,2022-02-13T10:08:43.694+0000,,false
Rw3b8mGkyfh,202201,oRHreBW5Tyr,c7gvocRdg0f,Lf2Axb9E6B4,3,hmis.amuria1,2022-02-13T10:09:39.349+0000,,false
XzmwRedvq4X,202201,oRHreBW5Tyr,c7gvocRdg0f,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-13T10:13:52.399+0000,,false
iOfjzBlv7TQ,202201,oRHreBW5Tyr,c7gvocRdg0f,Lf2Axb9E6B4,6,hmis.amuria1,2022-02-13T10:13:05.878+0000,,false
OaRxaiaFBsA,202201,oRHreBW5Tyr,c7gvocRdg0f,Lf2Axb9E6B4,6,hmis.amuria1,2022-02-13T10:11:55.078+0000,,false
MIzh6JUSxX9,202201,oRHreBW5Tyr,c7gvocRdg0f,Lf2Axb9E6B4,2,hmis.amuria1,2022-02-13T10:07:29.723+0000,,false
FPXwKGEV96K,202201,oRHreBW5Tyr,c7gvocRdg0f,Lf2Axb9E6B4,6,hmis.amuria1,2022-02-13T10:08:21.817+0000,,false
sv6SeKroHPV,202201,oRHreBW5Tyr,c7gvocRdg0f,Lf2Axb9E6B4,194,hmis.amuria1,2022-02-15T06:17:52.817+0000,,false
D9A0afrTYPw,202201,oRHreBW5Tyr,c7gvocRdg0f,Lf2Axb9E6B4,34,hmis.amuria1,2022-02-13T10:06:35.377+0000,,false
MxD5pnf5rVM,202201,oRHreBW5Tyr,c7gvocRdg0f,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-13T10:07:41.873+0000,,false
sQ4EexvvhVe,202201,oRHreBW5Tyr,c7gvocRdg0f,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-15T06:18:12.285+0000,,false
y6ofkvr4JP8,202201,oRHreBW5Tyr,c7gvocRdg0f,Lf2Axb9E6B4,2,hmis.amuria1,2022-02-13T10:09:07.649+0000,,false
dm8YiC5eEsh,202201,oRHreBW5Tyr,c7gvocRdg0f,Lf2Axb9E6B4,7,hmis.amuria1,2022-02-13T10:09:51.123+0000,,false
eJ6uwSt5TEp,202201,oRHreBW5Tyr,c7gvocRdg0f,Lf2Axb9E6B4,22,hmis.amuria1,2022-02-13T10:15:47.819+0000,,false
P6HSldZtd8j,202201,oRHreBW5Tyr,c7gvocRdg0f,Lf2Axb9E6B4,19,hmis.amuria1,2022-02-13T10:12:16.638+0000,,false
JhvC7ZR9hUe,202201,oRHreBW5Tyr,c7gvocRdg0f,Lf2Axb9E6B4,51,hmis.amuria1,2022-02-13T10:06:17.123+0000,,false
QHnwKs2OUZv,202201,oRHreBW5Tyr,c7gvocRdg0f,Lf2Axb9E6B4,34,hmis.amuria1,2022-02-13T10:06:56.296+0000,,false
wUDxFVBapIc,202201,FuaPeRISYBk,c7gvocRdg0f,Lf2Axb9E6B4,4,hmis.amuria1,2022-02-10T12:44:27.450+0000,,false
aU0n2RXwQJC,202201,FuaPeRISYBk,c7gvocRdg0f,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-10T12:43:34.006+0000,,false
sv6SeKroHPV,202201,FuaPeRISYBk,c7gvocRdg0f,Lf2Axb9E6B4,3,hmis.amuria1,2022-02-10T12:42:43.749+0000,,false
D9A0afrTYPw,202201,FuaPeRISYBk,c7gvocRdg0f,Lf2Axb9E6B4,4,hmis.amuria1,2022-02-10T12:44:12.000+0000,,false
sQ4EexvvhVe,202201,FuaPeRISYBk,c7gvocRdg0f,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-10T12:43:06.077+0000,,false
JhvC7ZR9hUe,202201,FuaPeRISYBk,c7gvocRdg0f,Lf2Axb9E6B4,4,hmis.amuria1,2022-02-10T12:43:55.151+0000,,false
QHnwKs2OUZv,202201,FuaPeRISYBk,c7gvocRdg0f,Lf2Axb9E6B4,4,hmis.amuria1,2022-02-10T12:44:42.988+0000,,false
wUDxFVBapIc,202201,a8uXeqmtFD9,c7gvocRdg0f,Lf2Axb9E6B4,49,hmis.amucu,2022-02-11T07:59:24.534+0000,,false
WIJ0fbjLIJh,202201,a8uXeqmtFD9,c7gvocRdg0f,Lf2Axb9E6B4,2,hmis.amucu,2022-02-11T08:11:30.265+0000,,false
LR8778hLH8U,202201,a8uXeqmtFD9,c7gvocRdg0f,Lf2Axb9E6B4,8,hmis.amucu,2022-02-11T08:03:07.699+0000,,false
PbWaDKchm2a,202201,a8uXeqmtFD9,c7gvocRdg0f,Lf2Axb9E6B4,1,hmis.amucu,2022-02-11T08:05:22.405+0000,,false
sv6SeKroHPV,202201,a8uXeqmtFD9,c7gvocRdg0f,Lf2Axb9E6B4,63,hmis.amucu,2022-02-11T07:57:36.780+0000,,false
D9A0afrTYPw,202201,a8uXeqmtFD9,c7gvocRdg0f,Lf2Axb9E6B4,49,hmis.amucu,2022-02-11T07:58:58.155+0000,,false
uqferbMcOHI,202201,a8uXeqmtFD9,c7gvocRdg0f,Lf2Axb9E6B4,1,hmis.amucu,2022-02-11T08:05:12.669+0000,,false
eJ6uwSt5TEp,202201,a8uXeqmtFD9,c7gvocRdg0f,Lf2Axb9E6B4,3,hmis.amucu,2022-02-11T08:09:17.372+0000,,false
P6HSldZtd8j,202201,a8uXeqmtFD9,c7gvocRdg0f,Lf2Axb9E6B4,2,hmis.amucu,2022-02-11T08:06:34.279+0000,,false
JhvC7ZR9hUe,202201,a8uXeqmtFD9,c7gvocRdg0f,Lf2Axb9E6B4,61,hmis.amucu,2022-02-11T07:58:34.339+0000,,false
QHnwKs2OUZv,202201,a8uXeqmtFD9,c7gvocRdg0f,Lf2Axb9E6B4,49,hmis.amucu,2022-02-11T07:59:50.904+0000,,false
Cd993CsXVlM,202201,jcEuyATQbMK,c7gvocRdg0f,Lf2Axb9E6B4,3,hmis.stclaire,2022-02-16T02:43:29.375+0000,,false
wUDxFVBapIc,202201,jcEuyATQbMK,c7gvocRdg0f,Lf2Axb9E6B4,16,hmis.stclaire,2022-02-12T11:11:09.288+0000,,false
WIJ0fbjLIJh,202201,jcEuyATQbMK,c7gvocRdg0f,Lf2Axb9E6B4,2,hmis.stclaire,2022-02-16T02:43:34.374+0000,,false
LR8778hLH8U,202201,jcEuyATQbMK,c7gvocRdg0f,Lf2Axb9E6B4,2,hmis.stclaire,2022-02-16T02:43:38.856+0000,,false
Rw3b8mGkyfh,202201,jcEuyATQbMK,c7gvocRdg0f,Lf2Axb9E6B4,6,hmis.stclaire,2022-02-16T02:43:51.956+0000,,false
MvVq34jGsmP,202201,jcEuyATQbMK,c7gvocRdg0f,Lf2Axb9E6B4,4,hmis.stclaire,2022-02-16T02:43:50.065+0000,,false
FPXwKGEV96K,202201,jcEuyATQbMK,c7gvocRdg0f,Lf2Axb9E6B4,2,hmis.stclaire,2022-02-16T02:43:35.978+0000,,false
sv6SeKroHPV,202201,jcEuyATQbMK,c7gvocRdg0f,Lf2Axb9E6B4,40,hmis.stclaire,2022-02-12T11:07:15.476+0000,,false
D9A0afrTYPw,202201,jcEuyATQbMK,c7gvocRdg0f,Lf2Axb9E6B4,16,hmis.stclaire,2022-02-12T11:10:18.456+0000,,false
y6ofkvr4JP8,202201,jcEuyATQbMK,c7gvocRdg0f,Lf2Axb9E6B4,1,hmis.stclaire,2022-02-16T02:43:43.945+0000,,false
dm8YiC5eEsh,202201,jcEuyATQbMK,c7gvocRdg0f,Lf2Axb9E6B4,1,hmis.stclaire,2022-02-16T02:43:53.285+0000,,false
